Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
249,10005,Registered building set,real distress,20160613,Public,0
249,10006,Registered building set,provisional attachment,20160617,Public,4455117
249,10007,Registered building set,provisional attachment,20160620,Public,671171447
249,10008,Registered building set,provisional attachment,20160620,Public,427848589
249,10009,Registered building set,provisional attachment,20160621,Public,382406940
249,10010,Registered building set,random auction,20160912,Public,0
249,10011,Registered building set,random auction,20160927,Public,0
249,10012,Registered building set,mortgage,20071228,Public,228000000
249,10013,Registered building set,mortgage,20100929,Public,520000000
249,10014,Registered building set,mortgage,20140430,Public,140000000
250,10001,Registered building set,random auction,20160920,Public,0
250,10002,Registered building set,mortgage,20140220,Public,105000000
250,10003,Registered building set,mortgage,20140220,Public,105000000
251,10001,Registered building set,ownership transfer,20061103,Private,0
251,10002,Registered building set,random auction,20160927,Public,0
251,10003,Registered building set,mortgage,20150330,Public,288000000
251,10004,Registered building set,mortgage,20151223,Public,30000000
251,10005,Registered building set,the right of pledge,20151223,Private,30000000
251,10006,Registered building set,mortgage,20160314,Public,15000000
251,10007,Registered building set,the right of pledge,20160314,Private,15000000
252,10001,Registered building set,ownership transfer,20020111,Private,0
252,10002,Registered building set,provisional attachment,20140915,Private,602260000
252,10003,Registered building set,provisional attachment,20141106,Public,7665000
252,10004,Registered building set,provisional attachment,20150626,Public,11355093
252,10005,Registered building set,real distress,20160720,Public,0
252,10006,Registered building set,random auction,20161005,Private,0
252,10007,Registered building set,mortgage,20140729,Private,100000000
253,10001,Registered building set,real distress,20130422,Public,0
253,10002,Registered building set,real distress,20141014,Public,0
253,10003,Registered building set,random auction,20161007,Public,0
253,10004,Registered building set,real distress,20170215,Public,0
253,10005,Registered building set,real distress,20170619,Public,0
253,10006,Registered building set,real distress,20171017,Public,0
253,10007,Registered building set,mortgage,20090727,Public,699000000
254,10001,Registered building set,ownership transfer,20120210,Private,0
254,10002,Registered building set,provisional attachment,20141114,Public,263808124
254,10003,Registered building set,provisional attachment,20141202,Public,187500000
254,10004,Registered building set,real distress,20141208,Public,0
254,10005,Registered building set,real distress,20150122,Public,0
254,10006,Registered building set,real distress,20160411,Public,0
254,10007,Registered building set,provisional attachment,20160628,Private,410000000
254,10008,Registered building set,random auction,20161011,Public,0
254,10009,Registered building set,mortgage,20120210,Public,420000000
254,19992,Registered land separately,,99999999,Private,0
255,10001,Registered building set,ownership transfer,20061030,Private,0
255,10002,Registered building set,provisional attachment,20080523,Public,1925174693
255,10003,Registered building set,real distress,20150720,Public,0
255,10004,Registered building set,real distress,20150720,Public,0
255,10005,Registered building set,real distress,20151119,Public,0
255,10006,Registered building set,random auction,20161012,Private,0
255,10007,Registered building set,mortgage,20061030,Public,420000000
255,10008,Registered building set,mortgage,20150504,Private,300000000
256,10001,Registered building set,ownership transfer,19960327,Private,0
256,10002,Registered building set,provisional attachment,20100712,Public,20000000
256,10003,Registered building set,real distress,20100726,Public,0
256,10004,Registered building set,real distress,20110408,Public,0
256,10005,Registered building set,provisional attachment,20130131,Private,540000000
256,10006,Registered building set,real distress,20150703,Public,0
256,10007,Registered building set,compulsion,20161018,Private,0
256,10008,Registered building set,mortgage,20100226,Private,500000000
257,10001,Registered building set,ownership transfer,20040527,Private,0
257,10002,Registered building set,provisional attachment,20150501,Public,28111136
257,10003,Registered building set,provisional attachment,20150601,Public,12245331
257,10004,Registered building set,compulsion,20161020,Public,0
257,10005,Registered building set,mortgage,20140820,Public,277200000
258,10001,Registered building set,ownership transfer,20060824,Private,0
258,10002,Registered building set,provisional attachment,20160713,Public,80705268
258,10003,Registered building set,provisional attachment,20160714,Public,68000000
258,10004,Registered building set,provisional attachment,20160908,Public,34710630
258,10005,Registered building set,provisional attachment,20160920,Public,85160789
258,10006,Registered building set,provisional attachment,20160927,Public,21789247
258,10007,Registered building set,provisional attachment,20160928,Public,27381654
258,10008,Registered building set,random auction,20161021,Public,0
258,10009,Registered building set,provisional attachment,20161024,Public,11693875
258,10010,Registered building set,mortgage,20141230,Public,322800000
258,10011,Registered building set,mortgage,20160610,Private,144000000
258,10012,Registered building set,injunction,20160725,Public,0
259,10001,Registered building set,ownership transfer,20050408,Private,0
259,10002,Registered building set,real distress,20140804,Public,0
259,10003,Registered building set,provisional attachment,20160524,Private,170000000
259,10004,Registered building set,provisional attachment,20160809,Private,274000000
259,10005,Registered building set,random auction,20161026,Public,0
259,10006,Registered building set,mortgage,20111109,Private,1368000000
259,10007,Registered building set,the right of pledge,20161128,Public,1368000000
259,10008,Registered building set,mortgage,20160523,Private,130000000
259,19992,Registered land separately,,99999999,Private,0
260,10001,Registered building set,ownership transfer,20040813,Private,0
260,10002,Registered building set,real distress,20150611,Public,0
260,10003,Registered building set,provisional attachment,20160418,Public,200000000
260,10004,Registered building set,random auction,20161026,Public,0
260,10005,Registered building set,provisional attachment,20161223,Public,66500000
260,10006,Registered building set,mortgage,20130607,Public,324000000
260,10007,Registered building set,the right of pledge,20161214,Public,324000000
260,10008,Registered building set,mortgage,20141127,Private,60000000
260,10009,Registered building set,mortgage,20150105,Private,126000000
260,10010,Registered building set,the right of lease,20160427,Private,500000000
261,10001,Registered building set,ownership transfer,19990527,Private,0
261,10002,Registered building set,provisional attachment,20160927,Public,3918706686
261,10003,Registered building set,provisional attachment,20161006,Public,1619897800
261,10004,Registered building set,random auction,20161026,Public,0
